0,0,0,0.687425
0,0,1,0.998332
0,1,0,0.893228
0,1,1,0.166103
0,2,0,0.458991
0,2,1,0.929867
0,3,0,0.789134
0,3,1,0.545764
0,4,0,0.598475
0,4,1,0.557030
0,5,0,0.059182
0,5,1,0.375069
0,6,0,0.321395
0,6,1,0.772192
0,7,0,0.353771
0,7,1,0.619935
0,8,0,0.490795
0,8,1,0.503722
0,9,0,0.858539
0,9,1,0.006766
0,10,0,0.389692
0,10,1,0.117321
0,11,0,0.649646
0,11,1,0.552946
1,0,0,0.978662
1,0,1,0.333260
1,1,0,0.027387
1,1,1,0.820097
1,2,0,0.815536
1,2,1,0.563837
1,3,0,0.944585
1,3,1,0.851714
1,4,0,0.322306
1,4,1,0.387088
1,5,0,0.970432
1,5,1,0.201046
1,6,0,0.349991
1,6,1,0.274209
1,7,0,0.841497
1,7,1,0.071398
1,8,0,0.979446
1,8,1,0.579562
1,9,0,0.392756
1,9,1,0.377432
2,0,0,0.662111
2,0,1,0.376423
2,1,0,0.496751
2,1,1,0.626312
2,2,0,0.114684
2,2,1,0.306986
2,3,0,0.749196
2,3,1,0.506781
2,4,0,0.252562
2,4,1,0.378228
2,5,0,0.339897
2,5,1,0.611390
2,6,0,0.821168
2,6,1,0.264587
2,7,0,0.441861
2,7,1,0.858667
2,8,0,0.092548
2,8,1,0.302285
2,9,0,0.960145
2,9,1,0.571149
2,10,0,0.473763
2,10,1,0.554496
2,11,0,0.406502
2,11,1,0.400705
2,12,0,0.568122
2,12,1,0.568118
3,0,0,0.508274
3,0,1,0.886300
3,1,0,0.672136
3,1,1,0.721387
3,2,0,0.794232
3,2,1,0.541522
3,3,0,0.150624
3,3,1,0.936292
3,4,0,0.834785
3,4,1,0.997350
3,5,0,0.908267
3,5,1,0.133959
3,6,0,0.988626
3,6,1,0.315971
3,7,0,0.206314
3,7,1,0.861726
3,8,0,0.582363
3,8,1,0.534218
4,0,0,0.162410
4,0,1,0.665419
4,1,0,0.089857
4,1,1,0.620053
4,2,0,0.984850
4,2,1,0.055164
4,3,0,0.059697
4,3,1,0.998512
5,0,0,0.938126
5,0,1,0.062046
5,1,0,0.996193
5,1,1,0.009176
5,2,0,0.966948
5,2,1,0.597087
5,3,0,0.005282
5,3,1,0.563088
6,0,0,0.001676
6,0,1,0.998854
6,1,0,0.758589
6,1,1,0.128568
6,2,0,0.013642
6,2,1,0.994226
6,3,0,0.039685
6,3,1,0.868098
6,4,0,0.910187
6,4,1,0.083082
6,5,0,0.972976
6,5,1,0.000633
6,6,0,0.988570
6,6,1,0.027159
7,0,0,0.690499
7,0,1,0.293902
7,1,0,0.029360
7,1,1,0.027288
7,2,0,0.504725
7,2,1,0.504725
7,3,0,0.993702
7,3,1,0.005797
7,4,0,0.479616
7,4,1,0.052724
7,5,0,0.592793
7,5,1,0.648402
7,6,0,0.651990
7,6,1,0.956430
7,7,0,0.187440
7,7,1,0.476117
7,8,0,0.770096
7,8,1,0.394038
7,9,0,0.015145
7,9,1,0.477412
8,0,0,0.539050
8,0,1,0.539041
8,1,0,0.997635
8,1,1,0.000206
8,2,0,0.002027
8,2,1,0.999918
8,3,0,0.880456
8,3,1,0.342097
8,4,0,0.889494
8,4,1,0.591548
8,5,0,0.827375
8,5,1,0.211798
8,6,0,0.766398
8,6,1,0.712938
8,7,0,0.906556
8,7,1,0.329300
9,0,0,0.270582
9,0,1,0.612902
9,1,0,0.757377
9,1,1,0.398958
10,0,0,0.098641
10,0,1,0.047037
10,1,0,0.374417
10,1,1,0.632762
10,2,0,0.209540
10,2,1,0.030731
10,3,0,0.213465
10,3,1,0.507721
11,0,0,0.296018
11,0,1,0.128323
11,1,0,0.590963
11,1,1,0.886516
11,2,0,0.355042
11,2,1,0.894839
11,3,0,0.875435
11,3,1,0.572832
11,4,0,0.721444
11,4,1,0.660692
11,5,0,0.746275
11,5,1,0.474097
11,6,0,0.952336
11,6,1,0.758376
12,0,0,0.637535
12,0,1,0.487601
12,1,0,0.736727
12,1,1,0.430163
12,2,0,0.500842
12,2,1,0.500842
12,3,0,0.471969
12,3,1,0.884147
12,4,0,0.671358
12,4,1,0.624016
12,5,0,0.413306
12,5,1,0.423207
13,0,0,0.143234
13,0,1,0.591649
13,1,0,0.980849
13,1,1,0.019146
13,2,0,0.475135
13,2,1,0.475174
13,3,0,0.510782
13,3,1,0.819142
13,4,0,0.004148
13,4,1,0.992292
13,5,0,0.499855
13,5,1,0.499906
13,6,0,0.181609
13,6,1,0.193000
13,7,0,0.595043
13,7,1,0.492723
13,8,0,0.244619
13,8,1,0.193809
13,9,0,0.773292
13,9,1,0.754915
14,0,0,0.534495
14,0,1,0.525397
14,1,0,0.998135
14,1,1,0.246224
14,2,0,0.997997
14,2,1,0.986323
14,3,0,0.524811
14,3,1,0.588802
14,4,0,0.502097
14,4,1,0.502097
15,0,0,0.492387
15,0,1,0.283709
15,1,0,0.007944
15,1,1,0.323765
15,2,0,0.512382
15,2,1,0.372132
15,3,0,0.521781
15,3,1,0.495480
15,4,0,0.380335
15,4,1,0.525039
15,5,0,0.210309
15,5,1,0.566480
15,6,0,0.326680
15,6,1,0.484743
15,7,0,0.739650
15,7,1,0.512749
16,0,0,0.984320
16,0,1,0.842509
16,1,0,0.401557
16,1,1,0.568853
16,2,0,0.577123
16,2,1,0.255041
16,3,0,0.852610
16,3,1,0.888350
16,4,0,0.541427
16,4,1,0.608985
16,5,0,0.921934
16,5,1,0.093798
16,6,0,0.725129
16,6,1,0.272028
17,0,0,0.982093
17,0,1,0.003240
17,1,0,0.999908
17,1,1,0.264163
17,2,0,0.747613
17,2,1,0.605318
17,3,0,0.529372
17,3,1,0.427638
17,4,0,0.008572
17,4,1,0.982129
17,5,0,0.553797
17,5,1,0.970856
17,6,0,0.721798
17,6,1,0.463991
18,0,0,0.518583
18,0,1,0.687934
18,1,0,0.559045
18,1,1,0.126939
18,2,0,0.513427
18,2,1,0.776872
18,3,0,0.301422
18,3,1,0.388251
19,0,0,0.968210
19,0,1,0.056826
19,1,0,0.516197
19,1,1,0.516194
19,2,0,0.180968
19,2,1,0.842061
19,3,0,0.533379
19,3,1,0.533362
19,4,0,0.661860
19,4,1,0.661900
19,5,0,0.780593
19,5,1,0.723222
20,0,0,0.400245
20,0,1,0.768717
20,1,0,0.508063
20,1,1,0.206437
20,2,0,0.681103
20,2,1,0.515383
20,3,0,0.761656
20,3,1,0.347431
21,0,0,0.368507
21,0,1,0.428932
21,1,0,0.285501
21,1,1,0.404123
21,2,0,0.481497
21,2,1,0.000790
21,3,0,0.114693
21,3,1,0.224534
21,4,0,0.559135
21,4,1,0.706043
21,5,0,0.063936
21,5,1,0.810917
22,0,0,0.094489
22,0,1,0.924762
22,1,0,0.475946
22,1,1,0.475924
22,2,0,0.485920
